video_id,start,end,text
RsCq2lzwA94,98,108,Mellow soft rock piece with a blend of high hats and drum beats and rolling guitar riffs.
9HMUA-Va0G8,104,114,Rich and dynamic EDM track with a echoing female vocalist and synth beats. Great for rave parties.
u_DiEWTyTjI,115,125,Soft instrumental played on a clean electric guitar that has a soothing melancholic effect.
7t1vwl5It8M,92,102,"Grandiose pop track by a female artist that was popular in the early 2000s, with synth trap beats and a punchy bass line."
ecgYPaA4a_s,157,167,"Chill vibing hip-hop music with electro drum beats, synth and rapping male vocal."
eo2ZCVg0or4,110,120,Dance-pop with female vocals and synth layers that sets up the vibe perfectly for a nightclub.
RSpSLMxBwrI,91,101,D n B music with happy vibe rap male vocal and electro beat.
2T7UnQprQWI,117,127,"A Dance-Pop song with female vocals, synth and drums that is best for parties."
pFUzzZg3VUA,76,86,"Punk rock with rocking male vocal, heavy distortion, electric guitar, drum rolls and bass. Best for live concerts."
dH7FXdOgedw,122,132,Hip-hop music with impactful and speedy rapping over trap music and a synthesized soundtrack.
QkfK06eA5p0,201,211,Soft rock with a hint of folk in the mix by male vocalists singing in the background that rises up to get to the chorus. With mellow guitar riff and drums.
GexyBahxnJA,104,114,Deep bass vocal rap with just synth layers and drum beats. Giving a feeling of doing something rebellious.
sWIKM3cplsE,108,118,"Hard rock with heavy guitar elements and drums, combined with a male vocalist and backing vocals."
wT5_4U4W_tY,108,118,"Nu metal, Alternative rock music that has vocals, synth, drums and bass. The song is Powerless by Linkin Park that conveys a sense of nostalgia."
acuYGL22VAY,97,107,Vivacious contemporary pop song featuring a vibrant drum-bass-guitar backing track and zesty female vocals.
1ZB-ZIrOqB4,106,116,"Crazy rock track with a strong bass line and distorted guitars, expressive vocals."
JOqlwARmYRQ,97,107,"This hip-hop track features trap beats, a soaring male rapper, and techno synth layers. Perfect for rap fights."
eQ0qXL12xT4,99,109,"Hip hop rap song, with high electric bass beats, synth lines and male rapping. Evokes a free-style rap arena vibe."
eEs36SXruLU,127,137,"Pop track with female vocals, guitar, bass and synth. Feels like a chilling song."
A8PjGEVKRok,118,128,"Reggae pop music with merry feeling, chunk guitar lick, bass and bass."
mT0pkrBfqcY,199,209,"Electronic music with rap male vocals accompanied by techno beats, bass, and synth. The track has great enthusiasm and energy."
RYvOxo17sb4,126,136,"Soft melody pop with a lead male vocal, touchy guitar rhythm and bass. Sounds very fresh."
I1id0rs4dAg,183,193,An eerie rap song that sounds almost like a chant in an exotic language over a spooky piano line along with synth string layers.
rIkr1IBraYk,137,147,"Hip-hop single with a male MC rapping over electronic trap beats, synth lines, and intense bass locking. Perfect for unwinding."
z8QAKqEWNfA,88,98,Very lyrical soothing singer songwriter music followed by enigmatic male vocal and guitar.
S8rdMhwWLLY,72,82,Spanish pop song with peppy harmonious female vocals over a electric drum rhythm and several synth pad layers.
h4XFAnSsleI,79,89,Hip-hop rap with male vocal layers and drop-down bass and beats. The track is slow paced yet sounds a bit angry.
r-5ZiEXkgg8,102,112,"Alternative rock track with energetic male vocals, strong electric guitars and high-thrust drumming. Ideal for live concerts."
uBEsX7FzlEE,165,175,Reprised version of Titanium by Sia sung over a melancholic piano line.
nPJVb529zNE,84,94,"Hip-hop track featuring powerful electronic bass, percussion, and synthesiser lines, and a male vocal. Great for a street dance battles."
d1rpgmfOVMg,129,139,Rave party EDM pop music with energetic male and female vocal which is accompanied by synth lead and drum sound.
o2aAKjxy4yo,104,114,"Groovy pop track with deep jazz bass line, some drum pads and guitar riff by a female artist"
kmQCNR1Fcp0,60,70,An intoxicating feeling in this hip-hop track by the male rapper's vocals with trap beats and synth layers.
4ybmGuEeyOA,103,113,Peppy electro pop song with lively female vocals over layers of synth pads and electronic beats. Instantly makes one want to dance along.
3L76Hm4j_FE,126,136,Hip hop music for easy listening and is accompanied by rap vocals and catchy drum beat.
uzXYOFWX4BY,103,113,"Classical Spanish folk piece of music by a male artist with accordion, simple bass and drum rolls."
xD9WSbBZ2Pc,93,103,"A moody and lyrical alternative rock song by a female artist with guitar grunge, drums and bass line."
rTe-Lb689UU,114,124,"Having a middle eastern vibe with the synthesized accordion and drums, and traditional bass line."
jt1Wl0fsAKg,177,187,Soulful lyrical indie music with enigmatic male vocal and synth .
ok9VYc7DUj8,162,172,Metal track with power drums and distorted guitar riffs. Great for headbanging.
wqeW6jP-W18,104,114,"Hard rock high-energy music with scratched male vocal, distorted guitar, bass and drum rolls. The track is great for headbanging."
_EN_-VsEdAk,70,80,"EDM track with a synth pad layer, bass drops and beats. Great track for Rave parties."
yWzElTFBRbg,138,148,"Hip-hop track with male rap vocals, synth, and a dope bass line. Cool track for vibing with friends in the hood."
hHKVYU6tFFM,167,177,"Hard rock music with a rage. Music comprised of growling metal vocal, distorted guitar, drum and bass."
jg3Pas_-_zk,95,105,Contemporary pop song remixed with electronic house music with modulated vocals and trap beats. The filling pad layers creates an ambience of trance.
ACT9MsIM5Bg,102,112,"Electro-pop track by an energetic female vocalist and guitar shreds, synth layers and a deep bass line."
KPtkntJB8_I,91,101,Hip-hop rap with male vocal layers and drop-down bass and beats. The track sounds rough and aggressive.
lhnmbCW93yw,129,139,Rap song in the style of hip-hop with a powerful electronic beat and a male vocal. Excellent for contemporary locking and popping.
T_ynsQBTi8o,86,96,Trippy house music with atmospheric female vocals and synth. The trap beat creates a trance mood.
FH4H51UqvY0,87,97,"Dope feel hip hop music with rap male vocal, drum beat and bass."
2o5vamgcG2o,80,90,Instrumental dubstep track featuring highly energetic synth loop and hefty bass drops that resembles Gangnam style.
-q50PyjeQSA,131,141,Aggressive masculine rapping over bass drops and trap music over an electronic hip-hop track.
iZx90A5nmSY,94,104,"Underground hip hop battle music with powerful male rap vocal, synth and drums."
7N_DOq-UOA0,173,183,"Hip-hop track with male vocals, synth pads, and bass line. Great for rebellious rap battles."
mIixAf0Qo6w,113,123,"Mellow rock track with wide-ranged male vocal, a fantastic electric guitar solo, strong drums and backing synth layers. Excellent for big concerts."
tRBdQKxNfYM,127,137,"Cool R n B music with fresh sounding nylon string guitar, drum beats, bass and rap male vocal."
hL9DD2rM7XI,77,87,Radical rap from this hip-hop track with synth background and multiple electronic sound effects and drum line.
YQUEB5uyVtA,124,134,"Sweet sounding R n B music with synth lead, rap male vocal."
_PKKlOVXlmw,98,108,"A mid-tempo pop song with a romantic vibe by the male artist, some drums and synth guitar lines."
GxpV1qVw9Vg,127,137,"Alternative rap track in a foreign language with male vocals in chorus and solo, accompanied by various synth layers and electronic beats. Sets the mood for hardcore partying."
BCYZlL7nTP0,102,112,"Electro-pop music with male vocals, synths, sub bass and drums. Great for party vibes."
mveRUG_Ie00,138,148,"Korean pop song, with a group of vocals. fully muffled and unclear, sounds like someone is playing this song and recording it."
bcj-PkzfA0U,107,117,An upbeat bass line and electro sounds are featured in this dance music along with autotuned male vocals. 
97sPLkSmTL8,85,95,"An Electronic music that has vocals and Rap, synth, drums and bass giving a lot of energy."
merSYGmmR_M,112,122,"Slow alternative rock in a foreign language by a male vocalist with a whole band set-up of drums, guitar grunge and bass."
9QpnypPuLdc,140,150,Soulful male vocals with synth and groovy drums. Creating a romantic mood.
iQfdjtkSUKg,89,99,Hip-hop track with rap male vocals and synth bass. Best for street acts.
jif6LgcL1dA,126,136,Soothing rap track with piano and bell layers over deep hip-hop beats. The song features processed female vocals and a husky male rapper.
XrQzXH1vuxk,81,91,Dynamic hip-hop track with electric guitar and snare drums lead by synth pads and male vocals.
9gG_VorbA5Y,118,128,"Orchestral hard rock jam in an unknown language by a male vocalist, with heavy guitar grunge and shreds and a crowd participation."
EfxS4gZq9_g,117,127,Soft soulful music with female and male lead vocal. Ideal music for sleeping.
gy123PElX58,95,105,"Modern pop track in an unknown language with groovy synth lines, and jumpy bass lines."
hfrDiK0uQ9I,100,110,Aggressive afro-style rap song with rapid lyrics and a chorus of raging male rappers over dark trap beats. The song has a dancehall vibe to it.
drXKzjUQ_34,77,87,"Catchy rock n roll tune with with charming male vocal, guitar lead, drums and bass."
vnVgKeJ5BUs,80,90,Soulful acoustic guitar opening that is followed by mellow female vocals. Feels like a live performance.
JBT6bQhJE-Y,141,151,A foreign hard psychedelic rock track with echoing background vocals and a lead male vocals with strong guitar grunge riff and hard drums.
wI4pu7rweeo,70,80,"Metal track with heavily distorted guitar riffs and hefty, syncopated drum rolls. A faint growling can be heard at the back."
mdWexyzRTmo,80,90,Industrious rap track with repetitive lyrics and super fast rapping over trap beats and a horn layer.
0VXWbmbQEhw,125,135,"Hip-hop music accompanied by rap male vocals, synth, bass and drums making it a freestyle dance song."
Vqmr5qn-ufc,80,90,"Pop leaned rock track featuring male vocal, a chorus section, backing electric guitar, bass and synth layers. Ideal for a festive mood."
L9-i-Ky54No,73,83,"A classical Arabian instrumental with female fillers, guitar plucking and classical wind instrument. Giving a vibe that is similar to an opening of an Egyptian movie."
aOLPZwPxLtE,76,86,A trance item with electronic synth beats and a male artist. With lots of synth layers and claps. Excellent party song.
htYuZssyM8c,99,109,"Electro-pop song with disco beats featuring processed female vocals, the perfect dance party song for a nightclub."
STJs3s1AwNQ,104,114,R n B dark feel trippy music with rap male vocal and synth tone.
scxSHCcLYvQ,128,138,Laid back Hip-hop track with monotonous lyric and loopy synth beats and pads making it it a good lounging song.
rzM1KxZdEYI,100,110,"A rock song with male vocals in a foreign language, crunchy electric guitar, bass and drums. The track feels aggressive."
bhKRm_2Yn0g,107,117,High-energy dubstep track with heart throbbing bass and turntable scratches among other synth layers.
zSxXZOmkvcE,57,67,Retro-pop song with disco beats and synth string pad layers featuring high-pitched female vocals.
Beb6ood2V9k,98,108,"Lively rap track with fun synth layers, pad beats and strong male vocal. Perfect for hip hop street dancing."
ifVy1dpcooo,100,110,"Resonates with fun vibe, male vocals have a raw feel to it. Rap music with hip-hop beats."
pi3M-b-J4mE,85,95,"Hip-hop with dark beats, male rap vocals, and synth. The song has a trance vibe."
3CCimsjJNL8,86,96,Foreign hip-hop song with male vocals and a rapper. Some traps beats and electric guitar plucking.
-7QwO5Okm3E,128,138,"Up-tempo, spirited pop track with dynamic drum beats electro synth layers and energetic singing."
imVzROPXSLc,63,73,"An intoxicating trance music piece that literally feels like is in a trance with reverb synth lines, and female vocalist singing in an unknown language."
ZP5EgcyXcrk,162,172,Easy listening and ambient music with a sensual male foreign vocalist and sweet piano ballad.
-IMkEI2agC0,110,120,"Ambient pop song with muffled vocals over several diffusive pad sounds, with an overall hollowing effect."
ynqJzO-ajY0,116,126,A tropical hint in this reggae track by a male artist and backing vocals that makes it sound like a mantra of some religion.
sHgYmDt9Vss,60,70,High-spirited song with cartoon-like vocals over electronic music and special sound effects. Sounds like it could be a cartoon show soundtrack.
p3VHW2zVYMs,87,97,Metal track with extremely distorted guitar riffs and powerful drums which evokes high energy.
NVlvhJ3LcqA,108,118,"Pop track with male lead vocal, accompanied by synth layers and electric pad beats. Creates a sense of unity."
30Vu6PPoX80,104,114,"Techno sounding tech synth tone, drum beat and sub bass followed by male rap vocal. Great music for a Dj playlist."
HAwK5evmfLE,105,115,Relaxing country music with soft acoustic guitar and soft drum snare followed by a male country singer.
MwpwHQEXnK8,188,198,A crowd cheering to an introduction of a song by a male artist in a live concert.
9P73PAWaHTg,94,104,"A male rapper, backed by other rappers, creates a hip-hop track with numerous synth layers, a compilation of trap beats."
ClJSTXMfGPk,88,98,"Positive feeling happy feel drums and bass music with rap male vocals, synth layer, bass and electronic drum beat."
uIvktbjbrVc,116,126,Dark sounding fast paced rap male vocal accompanied by drum groove and a synth.
M6p8BuI0UNE,94,104,"Hip-hop rap track with powerful female vocals, heavy bass drops and other synthesized elements. Great for Break dancing."
nJz8CxwK4YI,111,121,"Heavy metal track with a Monologue of male vocals followed by growling vocals, crazy guitar driving, bass and heavy drum beats. Apt for pogoing."
yjB_lzELgXI,145,155,Trap beat with synth line and depressing rap male vocal.
0gYulHg1fCU,75,85,"Dark feel hip hop music with rap male vocal, irie synth and drum."
BNRqvWHkyQU,131,141,"Freestyle dance song made of hip-hop music with rap male vocals, synth, bass, and drums."
8rqplVVxNXI,175,185,"Melodramatic synth lines, drum pads and bass to give this rap song a haunting effect."
UJNccpt9vaE,125,135,"A haunting pop song with a grainy male vocal layer and muted, hollow drum beats that seem to be coming from afar."
6Y8i8XzA-Yo,181,191,Muddy screaming vocals followed by crowd vocals make up this rock track. Seems like a live show recording.
z_dVQoegRkU,109,119,"Beautiful charming be bop jazz music with horn, piano lead and swing drum feel. Feels like music of John Coltrane, Miles Davis, Charlie Parker."
J5Wp0yd3QEg,115,125,"Energetic hip-hop music with rap, synth layers and is great for freestyle dance choreography."
cu_CG57QLII,100,110,"Pop song with male vocals, synth layers and drums. The track has an intense vibe."
o9AZ1l01Qek,185,195,"Trap music including male rap vocals, synthesizers, bass, and drums. Excellent party music"
LV4olnv0rA0,88,98,Retro-pop track with typical electro-disco beats and harmonious female vocals. A perfect girls night out song.
jA3Dl08RYrg,101,111,"Electronic house music with duet vocals and synth pads, trap beats and a whammy effect."
PNHKiErPjVA,119,129,"A piece of indie music featuring a female artist, some high synth keyboard line and layers that give it a groovy disco vibe."
kFaja2mJA6k,54,64,"High-spirited rock track with autotuned chipmunk-like vocals over explosive drumming, a gritty guitar riff, and a powerful walking bass line."
dRx2wjXXkls,127,137,"Upbeat rock track with guitar shreds, fast-paced drums and quirky male vocals."
P3aivUF6Pns,88,98,"Mid tempo gangster feel underground hip hop music with rap male vocal, drum beat and synth tone."
yCJMMkI6fUc,146,156,Energetic hard drop bass line to this foreign hip-hop track with strong snare drum beats and low synth layer.
sAtTnZNQ5ow,105,115,"Pop track featuring male vocals, backing electric guitar, synth layers, and pad beats expressing affection."
67X64E7Geo0,122,132,"A classical jazz item with a old male vocalist, some classical guitar strings and a deep bass line, coupled with a few extra folk instruments. Great for a bar performance and a wedding couple dance song."
uxy5RkrHzgM,81,91,"Very dark feel hip hop music with rap male vocal, sequenced drum beat and synth lines."
g0EnwcHSzF4,116,126,"Lively rock track with joyful male vocals,  jivey bass line and and groovy drums."
dUzY3CV-0yk,98,108,"Rap male vocals, synth, sub bass, and drumming make up this mid-tempo hip-hop track."
uTmKFT2-yaQ,92,102,"This hip-hop soundtrack is amplified by the fast clap and snare drum beats, synth layers, and bass line."
ZtZBftrJM98,101,111,"A hip-hop song with a choir loop, trap beats, a low synth keyboard, and a male rapper"
pu2UMFtlwNk,91,101,"Distinct orchestral piano with trap beats, bass line, and male rap. Having a rebellious vibe."
61e-_eesOOU,96,106,Spirited track in a foreign language with harmonious male lead vocals over high drive electric guitar layers and trumpet sections.
6Y6nRbgbJj4,113,123,Modulated male vocals over afro beats and bass drops. Instantly makes one want to dance.
ecY4g3LD3QI,114,124,"A pop song with male vocals, drums, bass and synth. Has a cheerful vibe."
frjhi7HP8bo,91,101,Indian pop song in Hindi language sung by a passionate male vocalist. The song talks about separation and heartbreak.
cHwy-tbTgWw,176,186,"Pop rock track with male vocal, bass, and a soothing synth sound that creates a mood for chilling."
kmcdqOcUock,92,102,Rhythmic hip-hop vibing track with electronically produced soundscape accompanied by male lead vocal. Creates a sense of a trippy vibe.
boeiHLOUpxA,138,148,Upbeat RnB pop track with acoustic percussions mixed with electronic beats and scattered chorus vocals.
KNDU-BMzR2w,87,97,"Pop music track in an unknown language with rhythmic beats, synth lines, accompanied by electronically produced music and male vocal. Apt for dance parties."
uhHy_GgPoRE,131,141,"Calypso style world music with enigmatic female vocal, drum, synth."
y5CSCzhps3k,90,100,"Alternative country track with soft, husky female vocal, acoustic guitar rhythm and plucking. Great for driving long distances."
opwHcQqaKg8,132,142,Sublime soul music with smooth male vocals and electric guitar riff and obvious bass line.
2PD7Wbwo0-E,188,198,"A Japanese pop track by a female group with trap drums, synth layers and a ballad of grand piano."
zZKSRMffSVU,100,110,"Pop Rock song with sharp male vocal, synth, tight bass and drums. Has a cheerful vibe."
az1YdUrkmbU,112,122,"Dissonant sounding female vocal accompanied by synth lead tone, drum beats and organ ."
omSBAqFJVMg,206,216,Male rap song with hip-hop beats and electronic music that gives a freestyle feel.
m98hNP_wM7o,113,123,"Hip-hop music with vocals, synth and drum beats. Ideal music for street dance."
ax-7bEG3-Qg,126,136,"Hip-hop soundtrack is amplified by synth layers, and bass lines. Great for motivation."
JMFD29m4iCI,111,121,"A soft Pop track with a mellow female vocal, piano, synth pad makes the track relaxing."
1DmjZVhFH5s,154,164,Korean pop trance by a female girl group that is both upbeat and uplifting in nature. With electro synth and trap beats.
_cPY_gTqsfY,118,128,Male performer playing alternative rock with a guitar riff and drums. Giving a very gothic feeling.
DaxmGxgfbZg,121,131,A classic Katy Perry pop track that is motivational and inspiring. With orchestra in the blend before the chorus.
gqh9YDgQGbM,143,153,"A soft pop song with lead male vocals, bass and tight drums. Slow beats set a lustful mood."
y_Huu9nJ8FU,120,130,"A pop song with lead male vocals, groovy drums and bass with cool synth tones. Great for parties."
n9Qd2rd1cuQ,124,134,Soul/Pop song that has pleasingly rich vocals and various other instruments. Great for Ballroom dancing.
GWQg3pNtAxQ,95,105,A tropical dance track with thumping bass and synth pad layers featuring autotuned male vocals.
IT6v408OiU8,106,116,"This track has some drum hi-hats and cymbals, mellow trap beats, and male rap."
IspY3eEwlYY,158,168,"Indian semi-classical music mixed with enigmatic electronica layers.  The song has an exotic, ethnic vibe."
MXQ4Qc72SJo,75,85,"Pop hip hop track with rap male vocal, electro drum beat and synth layered."
Ov1oAZ706sU,86,96,"Rock music that has passionate guitar solo with drums and bass,  uplifts spirits and improves mood."
KgCHZFJ1I3w,115,125,Hip-hop track with electronic beats and synth sound effects that moves slowly. Excellent for unwinding.
JEocayLOv2s,89,99,"Trippy hip-hop track with electric hi-hate hits, different synth layers and a layer of high notes on a keyboard."
FOrH3rrHqBY,82,92,"A trap hip-hop song featuring a male rapper with synth pads, electric guitar riffs, bells and synth bass line."
q2ySHKA_ybY,82,92,"Hip-hop song with male rapping, electronic beats, and numerous layers of synth. Has a sinister feel to it."
5W33l4GmYls,92,102,Psychedelic hip-hop track with trap beats and muffled female vocals.
x-OaV6r-9nQ,133,143,Super up-tempo track with with marching drums and funky guitar backing featuring a chipmunk-like vocal line. The track seems to have been sped up.
yB5YUZjMdps,97,107,"Progressive rock with a crunchy guitar riff and rhythm guitar, soft drums and male vocals."
aXYS5uKnHwM,149,159,"Upbeat hip-hop backing track, with synth bass lines and strong male rapping along with female vocalizations."
BIPpB1NKLLQ,107,117,"Pop track with female and male lead vocals, synth, bass and beats. Great for pool parties."
hdDC3SZR8Ww,68,78,"A Pop Rock song with female vocals, crunchy electric guitar, synth and drums featuring female vocal speech."
aFEZuulfhKw,85,95,Soothing male vocal with the piano that is extremely beautiful and delicate.
glc9WDq8bdw,95,105,"Hip-hop rap song with male vocal, electronic bass and drums. Great for street dancing."
ew0CKT0GXA0,85,95,"Hard rock track with male vocal lead, a strong electric guitar segment, and an ambient synth pad. Conveys a sense of longing or nostalgia."
JDKD7BfwUkY,109,119,"EDM pop music with fresh sounding male rap vocal, synth , drum and bass."
4s-VFXektJo,127,137,"Hip-hop track with male rap, synth and electronic beats that feels energetic."
Bn-ZCzRFrZ4,128,138,"Rock track with strong synth lines, electric guitar, rhythmic pad beats, and chorus lines. Great for partying."
lsSdkXB2o4M,121,131,"A pop song with lead vocals, drums, bass, and cool synth tones. Great for parties."
mQZ97_7oXxs,57,67,A heavy metal song featuring invigorating vocals that has an angry feel. The song is Temptress of the desert eye by Awaken Solace.
iGva84ZP0H0,102,112,"Rock music that has strong vocals, crunchy guitar riffs, drums and bass uplifts the energy and improves mood."
2C4wv1ciUCI,149,159,"Indi-pop love song with a raw, nasal male vocalist singing over rhythmic drumming and guitar strumming along with a sorrowful violin line."
dA4eUvDu88o,166,176,"Rap track with rhythmic male vocals, raw electric bass groove and electric guitar layers."
6bSULtGMmo0,126,136,Ambient electronic house music with several synth pad layers creating an enigmatic environment.
OHV9g2gtSrU,137,147,"A magical and intoxicating hard rock with some male choir in sync with reverb guitar, keyboard, and drums. Very mysterious feel."
xyr4qRqlBQo,63,73,"Hardcore dubstep track with loud, screaming male vocal accents. A typical rave party track."
Z1-ovXVNRsA,100,110,"Up-tempo retro pop song with heavy drum beats and thumping bass along with jivey chorus vocals that gives of a party vibe,"
LifhIBpQjEg,126,136,"Empowering rap track features a male rapper in a progressive tone and synth beats, giving an overall rebel effect."
ApTokH0ZmS0,109,119,Passionate guitar solo over simple yet impactful drumming and bass layers. Sounds like the bgm of a climax sequence of a rom-com.
Q_7EKr5a82k,128,138,Mid-tempo hip-hop/pop track with melodious male rapping over a strong bass line and electro betas.
_Uu6VRMKy40,93,103,"Provoking Hip-hop track with smooth male rapping that talks about gangster life, over bass, synth and trap music."
BFtJejoeVPk,146,156,"Hard rock music featuring a growling male vocal, electric guitar, and bass. Has a dark side."
etXtpE-dJv0,121,131,"An off tempo Pop song featuring male vocal, synth layers and electronic beats. Gives a confessional vibe."
tThW8JY9GMc,169,179,"Arena rock music with powerful female vocal, guitar and drum beats."
K5t7174vcWA,106,116,"An evocative guitar solo with drumbeats, and a bass guitar line, produces a very heartfelt sensation."
F-NqObozgX4,128,138,"Cool trippy hop hop music with catchy beat, rap male vocal and bass."
cYa7H9rW97s,122,132,"Hip-hop music with sub-bass, kick and snare. The rap vocals have a low energy, lethargic feel."
3xWA2XKqil8,106,116,"Intense, passionate pop track with intense female vocals, over backing electric guitar, synth and beats."
2jujcl1vPFU,131,141,"Hip-hop track with impactful male rapping, lo-fi synth layers. Has a laidback vibe."
Y5lJxJr6zQY,114,124,Electronic Hip-hop music with a male vocal and synth layers that is appropriate for a party mood.
g4wm3b6EzTw,94,104,"Pop rap track with male lead vocals, distorted synth tones and drum beats. The track gives a whole lotta energy."
8oNBSooCvkE,160,170,Rebellious hip-hop track with electronic music and impactful male vocals. Sounds and feels like Daddy Yankee.
NjyXl_kWi7s,88,98,"Soft pop song featuring male lead vocals, with rhythmic acoustic percussion. Instills a feeling of tranquility."
2gPJiyPb144,123,133,"Reggae folk song with male vocals, percussion beats with groovy bass. Has a celebratory vibe."
W0uvpCB5X_c,85,95,"English Rock track with lead male vocal, accompanied by electric guitar, synth layers and pad. Evokes an optimistic mood."
9FT5FowymII,108,118,"Strong hard rock track with male throat singing, rapid drum beats and raw guitar grunge."
qviIuCpK3RM,142,152,It is a groovy piece of reggae music with calming traditional voices and other sound effects to match the tropical vibe of the song.
Li9p07yIfIo,134,144,"A peppy pop song featuring chorus vocals over a raw acoustic guitar rhythm.  Has a day-out, picnic vibe."
SacdD5mY1rk,101,111,"Rave party EDM music followed by synth drop, gorgeous lady vocals, catchy drum beat."
RVQ152kUBz4,113,123,Highly energetic Afro-rap song with some indigenous percussion layers over a throbbing bass line and electro layers.
X3pSLtSpnvo,106,116,Rock song with drums beats and strong electric guitar and female vocals. Ideal for live rock concerts.
sbiw3Xo2TOk,92,102,Trance pop track with modulated vocals and synth bass lines and beats. Great vibes for discos and night clubs.
JdeyDbqvNk8,149,159,Deep bass and modulated male vocals make up this electronic pop song.  Perfect for clubbing.
Gg8tEUrq_MI,115,125,"Grungy, rock track with a grainy, passionate male lead vocal over a soothing guitar and drums layer. Song reeks of sadness and heartbreak."
ZhQiOKwnXTY,106,116,A Korean pop track that is great for choreographing a dance sequel. Performed by female vocalists.
1l25zRcqa6I,159,169,"Afro Latin music with charming feel vocal, jivey drum and percussion and horns."
dvDuGGqKHkg,128,138,"Gangster feel hip hop track with male rap vocal, cool drum beats and synth."
4xRlM3eErfA,129,139,"Heavy-metal track with distorted electric guitar solo, heavy double pedal drumming and a faint growling at the background."
lszF1d8vCD4,69,79,"Generic blues in a foreign language by a female vocalist. Acoustic guitar, hi-hats and deep bass line makes this a really likable song."
UiV8Xup_2Fw,89,99,Rock music that has vocals and crunchy guitar riffs with drums and bass bthat uplifts spirits and improves mood.
tf7O4TdYQkY,133,143,"This track is giving a praise and worship gospel music vibe but in a foreign language, that is performed live with a band setup of drums, guitar, keyboards and bass."
B-JD9SQdWX0,82,92,"Chill R n B music with catchy drum beat, synth and rap male vocal."
nU01QbK2niE,92,102,Stimulating EDM track with loopy lyrics and a monotonous synth trap beat. Perfect track for psychedelic parties.
MtoAvWaQkjw,100,110,"RnB, hip-hop track with male rapping over a melodious string orchestra section and heavy drum beats."
urEMB7X1fsA,119,129,"An extremely irritating lady vocal accompanied by distorted guitar, effects layers."
m5S6EbZ_lNM,102,112,"Urban pop music with a happy sounding vibe followed by mellow female vocal, synth tone and drums."
sX7IoKmjd5c,97,107,"Pop rock track with melodious male vocals, drums and synth layers that is giving a melancholic vibe."
szYbpdBLh94,191,201,Happy sounding soulful pop music with enigmatic male vocals and a wall of vocal harmonies.
90kz7cTXf70,63,73,High-spirited rap song with RnB style rapping over indie percussions combined with trap beats.
QGbNb_JnXSs,80,90,"A classic mood to this rap song with string synth lines, hip-hop beats and various rappers."
WaZbXWqrom0,139,149,"Jivey rock song with telephonic male vocals, distorted guitar riffs, and straight-forward drumming."
nuR_paROggQ,106,116,Grungy metal track with a male artist singing in a high head-voice and backing male vocals. With lots of guitar shreds and double pedal drums.
nclQ10Hvo9Q,93,103,Very loopy EDM music for pub accompanied by synth and drums.
qC8e0KN6LSg,103,113,"Pop track with a sensual female vocal, electronic synth and bass locking together. Sounds very passionate."
39f0uOV8nj4,95,105,Pop music with Sensual female vocals and layers of synth sound effects. Great party track.
hiB-KHSRQGA,91,101,"A Pop Rock song with female vocals, electric guitar and drums that is best for large concerts."
MydOtLt1cOg,98,108,"A rap track with a male rapper in a different language accompanied by a deep synth bass pattern, and electronic synthesizer layers."
7sNODhTIkvg,89,99,A piece of soft rock featuring a female artist some kick drums and guitar riff with no bass. Sounds like it's being played through a computer.
7uqURnh9-2g,93,103,"Pop rock song with a powerful female voice, synthetic bass and drum beats. Feels wholehearted."
ocHPVTQQOII,92,102,"Grungy male vocals, power drumming, and distorted guitar riffs form this progressive metal track. Ideal to begin a Moshpit."
QPdMkwqy8nc,139,149,"Lounge feel chill hip hop track with rap male vocal, synth and drum groove."
FeMD25b1Wpg,95,105,"Intense R n B music followed by male rap, synth neo soul chords and drum beat."
l5vmVFy4zHA,112,122,"High energy happy sounding blues rock track with passionate male vocal, guitar lick and bass."
zfJwRNEEsAs,168,178,Techno electronic music with tuned vocals and trap beats to club along.
LiGrkiocFU8,116,126,"A piece of heavy metal track with hardcore guitar grunge, mellow male vocals, synchronised drums and bass line."
Kyx7_yd2SPk,116,126,"A motivating track with grungy male vocals, guitars, synth and drums."
EK5a4Kb0tNw,100,110,"A foreign alternative rock track with rhythmic guitar lines, mellow guitar shredding, hard drums, bass guitar, and male vocals."
qmn6I-HKKEs,101,111,"A piece of contemporary music with a male artist singing in a very romantic feel with soft and gentle guitar strumming, drums and bass line."
6WbrFVW7NHA,124,134,Hard-rock instrumental with heavy drum rolls and distorted electric guitar riffs. Sounds like the intro of a song.
y5jQLPMvDvs,115,125,"EDM pop music with high energy party dance groove, synth and male vocal."
9W1ccrWT47I,88,98,"Freestyle rap track male vocals, subby bass and synth lines in a foreign language."
fIXT2KRhyf0,187,197,"Beautiful sounding blues rock track in a foreign language accompanied by guitar, male vocal and drums."
dvL1jLjjqPA,137,147,D n B dark music with rap male vocal and depressing low synth sounds.
r-OqqiBvdQA,97,107,Enigmatic music with Arabic prayer sounds over a hunting bass line and other electronic layers.
Z9cEc7xlmww,135,145,"Rebel rock music with powerful male vocal, guitar, drum and bass."
BtxuuFFq9q0,139,149,A Spanish flamenco track with crisp guitar playing and indie percussions. Perfect for a romantic dinner followed by a dance.
tzG9L3KG6Ro,73,83,"R n b chill fun track with synth , rap male vocal and drum beat."
CX0MOY29eis,128,138,"Rock track featuring male lead vocal,  accompanied by electronic guitars, drums and synth liberating the mood."
